Port Logger Log: Unix time: 1305570510.11
Ports in use: /dev/pts/7 /dev/pts/8
Format : <Timestamp (Unix time)> : <port file name> : <packet> 
Comments: Modified master simulation in off mode using higer resolution timestamps. No baud rate emulation was used.
1305570614.814838 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570614.971675 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570614.980154 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570615.136113 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570615.146408 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570615.304189 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570615.312288 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570615.472149 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570615.480279 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570615.635655 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570615.640101 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570615.799665 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570615.808143 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570615.968168 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570615.975652 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570616.136210 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570616.146712 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570616.303678 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570616.312185 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570616.472153 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570616.482630 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570616.639813 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570616.647820 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570616.807669 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570616.818184 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570616.976154 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570616.984215 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570617.143720 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570617.154195 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570617.312338 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570617.322543 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570617.480269 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570617.488875 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570617.643977 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570617.652150 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570617.812124 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570617.820141 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570617.979682 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570617.987684 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570618.148157 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570618.156473 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570618.311925 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570618.320130 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570618.476182 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570618.484715 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570618.644170 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570618.651650 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570618.811778 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570618.822282 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570618.979677 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570618.987687 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570619.147794 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570619.155650 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570619.316206 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570619.323780 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570619.484181 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570619.494673 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570619.651673 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570619.659839 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570619.819714 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570619.830216 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570619.988203 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570619.995681 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570620.155684 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570620.163665 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570620.327916 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570620.335677 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570620.496181 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570620.506683 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570620.663636 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570620.671761 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570620.832134 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570620.839657 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570620.995766 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570621.003873 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570621.163717 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570621.171664 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570621.331699 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570621.339699 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570621.500664 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570621.511183 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570621.667717 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570621.675667 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570621.835799 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570621.846333 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570622.000135 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570622.008192 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570622.168165 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570622.178741 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570622.336198 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570622.344179 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570622.504329 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570622.512152 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570622.668124 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570622.676084 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570622.836189 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570622.846697 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570622.999982 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570623.008398 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570623.167686 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570623.178156 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570623.336105 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570623.343758 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570623.504459 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570623.514985 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570623.671702 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570623.680191 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570623.840182 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570623.850644 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570624.007674 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570624.016226 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570624.175719 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570624.186217 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570624.344238 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570624.352186 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570624.512190 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570624.519973 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570624.680159 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570624.687851 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570624.849111 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570624.860368 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570625.020187 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570625.027659 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570625.188180 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570625.198843 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570625.352220 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570625.361656 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570625.520129 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570625.528165 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570625.684125 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570625.692143 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570625.851937 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570625.860139 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570626.016166 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570626.024162 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570626.183684 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570626.194176 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570626.351689 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570626.360281 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570626.519757 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570626.527806 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570626.688185 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570626.695791 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570626.856344 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570626.866828 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570627.024188 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570627.032680 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570627.191709 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570627.200336 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570627.359741 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570627.368131 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570627.528184 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570627.540164 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570627.699638 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570627.707884 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570627.867673 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570627.878186 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570628.044811 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570628.052305 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570628.213310 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570628.223628 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570628.379688 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570628.388759 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570628.547735 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570628.558310 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570628.715689 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570628.724362 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570628.883769 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570628.891654 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570629.048139 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570629.055990 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570629.215686 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570629.226164 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570629.384216 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570629.392189 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570629.551770 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570629.562278 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570629.719774 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570629.727667 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570629.888185 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570629.898668 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570630.056204 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570630.064482 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570630.224186 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570630.235712 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570630.388572 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570630.395672 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570630.555805 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570630.564158 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570630.723708 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570630.732247 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570630.892209 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570630.902695 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570631.059700 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570631.068171 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570631.227694 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570631.238179 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570631.396209 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570631.403782 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570631.564377 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570631.575708 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570631.732206 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570631.739649 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570631.900200 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570631.910666 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
1305570632.068479 : /dev/pts/7 : 01.03.a7.f8.00.09.27.49
1305570632.076689 : /dev/pts/8 : 01.03.12.00.00.00.00.0c.3b.00.00.00.00.00.00.00.00.00.00.00.00.a5.f5
1305570632.235768 : /dev/pts/7 : 01.10.a8.2a.00.12.24.00.00.00.00.00.00.00.00.00.00.00.00.41.20.00.00.42.e6.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.41.50
1305570632.244117 : /dev/pts/8 : 01.10.a8.2a.00.12.41.ac
