Port Logger Log: Unix time: 1306379073.24
Ports in use: /dev/pts/6 /dev/pts/7
1306379133.696383 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379133.863521 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379133.879528 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379134.063060 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379134.103443 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379134.271543 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379134.291036 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379134.475127 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379134.519774 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379134.682996 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379134.699570 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379134.883581 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379134.923069 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379135.091547 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379135.107572 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379135.291493 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379135.331080 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379135.499026 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379135.515565 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379135.699504 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379135.739558 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379135.907040 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379135.923500 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379136.107524 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379136.148543 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379136.315019 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379136.331013 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379136.515598 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379136.555068 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379136.723032 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379136.739008 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379136.924081 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379136.963060 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379137.127512 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379137.143527 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379137.327061 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379137.363005 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379137.527056 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379137.543543 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379137.727545 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379137.767647 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379137.935594 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379137.954489 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379138.139527 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379138.179543 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379138.347567 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379138.366459 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379138.547012 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379138.587352 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379138.755502 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379138.771498 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379138.955624 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379138.995445 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379139.159703 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379139.175024 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379139.355101 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379139.395512 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379139.559017 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379139.575553 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379139.759573 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379139.799554 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379139.963031 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379139.979501 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379140.163075 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379140.203009 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379140.371076 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379140.387048 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379140.567057 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379140.607006 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379140.771006 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379140.787022 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379140.971616 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379141.011208 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379141.175562 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379141.191554 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379141.375008 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379141.415591 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379141.579005 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379141.597700 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379141.783559 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379141.823075 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379141.991073 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379142.007584 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379142.191006 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379142.231093 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379142.399580 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379142.415008 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379142.599056 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379142.640179 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379142.807513 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379142.823081 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379143.003003 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379143.043516 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379143.207505 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379143.223503 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379143.403101 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379143.443575 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379143.611548 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379143.627013 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379143.807502 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379143.847925 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379144.011002 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379144.031036 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379144.211321 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379144.251012 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379144.415020 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379144.431015 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379144.615063 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379144.655730 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379144.819001 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379144.838005 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379145.023764 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379145.071008 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379145.235178 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379145.251004 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379145.431264 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379145.471042 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379145.639012 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379145.659028 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379145.843098 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379145.883031 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379146.047106 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379146.063005 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379146.247025 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379146.283002 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379146.446999 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379146.463023 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379146.647181 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379146.684778 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379146.847005 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379146.863011 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379147.047135 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379147.083023 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379147.248195 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379147.266940 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379147.447494 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379147.488385 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379147.650392 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379147.667624 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379147.853022 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379147.891503 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379148.055499 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379148.071506 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379148.255385 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379148.295534 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379148.467523 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379148.484062 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379148.676117 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379148.717328 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379148.879499 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379148.895507 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379149.079217 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379149.120857 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379149.287497 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379149.303494 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379149.487112 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379149.531033 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379149.699007 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379149.715532 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379149.899093 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379149.935589 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379150.099006 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379150.115579 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379150.297268 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379150.335001 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379150.499278 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379150.515190 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379150.699023 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379150.739210 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379150.903010 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379150.919032 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379151.103058 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379151.151498 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379151.319322 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379151.335554 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379151.519508 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379151.561161 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379151.723120 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379151.739042 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379151.923501 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379151.963510 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379152.127539 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379152.143029 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379152.327118 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379152.367121 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379152.535006 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379152.551048 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379152.735079 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379152.775059 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379152.939189 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379152.955036 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379153.139304 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379153.179561 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379153.347025 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379153.365936 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379153.551070 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379153.591068 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379153.759532 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379153.775028 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379153.959005 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379153.995002 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379154.163073 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379154.181959 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379154.367490 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379154.407065 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379154.575052 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379154.591280 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379154.771046 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379154.811058 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379154.979118 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379154.995587 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379155.179466 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379155.220290 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379155.383011 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379155.399590 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379155.584204 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379155.626544 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379155.791504 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379155.807013 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379155.991072 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379156.031333 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379156.199513 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379156.215517 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379156.395102 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379156.435029 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379156.599005 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379156.615499 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379156.799055 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
1306379156.839097 : /dev/pts/7 : 07.10.0b.e9.00.0a.93.b8
1306379157.007184 : /dev/pts/6 : 07.03.0b.b7.00.0a.77.a9
1306379157.023520 : /dev/pts/7 : 07.03.14.00.00.00.00.0d.eb.00.00.00.00.00.00.00.00.00.00.00.00.00.02.e6.f6
1306379157.207074 : /dev/pts/6 : 07.10.0b.e9.00.0a.14.00.00.00.00.00.00.00.00.00.00.00.00.00.1e.00.32.00.3c.00.5a.d5.ee
