Port Logger Log: Unix time: 1305561890.71
Ports in use: /dev/ttyUSB0 /dev/ttyUSB2
Format : <Timestamp (Unix time)> : <port file name> : <packet> 
Comments: Modbus RTU trace of the pipeline lab in 'Off' mode taken using a tap cable, so the timestamps should be highly reliable. USB0 is the master unit, USB2 is the slave. They were connected at 9600 Baud 8n1. This trace was taken directly and is not a translation from ModbusASCII.
1305561959.479567 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561959.518782 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561959.752658 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561959.802784 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.44.00.00.00.00.00.00.00.00.3d.d3.dc.b0.7e.1f
1305561960.162927 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561960.182812 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561960.383368 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561960.418765 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3d.eb.66.fd.4b.c5
1305561960.658993 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561960.678832 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561960.994730 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561961.034759 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3e.01.78.a5.67.ec
1305561961.271123 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561961.294737 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561961.491571 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561961.542507 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.47.00.00.00.00.00.00.00.00.3e.01.78.a5.60.ae
1305561961.766441 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561961.802774 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561962.118074 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561962.158754 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3d.eb.66.fd.4e.06
1305561962.395344 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561962.416070 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561962.615370 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561962.666325 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.47.00.00.00.00.00.00.00.00.3e.0d.3d.cb.13.d1
1305561962.961780 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561962.998776 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561963.175567 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561963.214752 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.49.00.00.00.00.00.00.00.00.3e.30.8d.3e.21.14
1305561963.451338 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561963.478773 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561963.671369 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561963.710756 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.47.00.00.00.00.00.00.00.00.3e.01.78.a5.60.ae
1305561964.035561 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561964.086630 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561964.248646 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561964.294768 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.47.00.00.00.00.00.00.00.00.3e.0d.3d.cb.13.d1
1305561964.527392 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561964.554824 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561964.742877 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561964.798769 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3e.0d.3d.cb.11.50
1305561965.139369 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561965.170156 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561965.359335 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561965.414771 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3e.0d.3d.cb.11.50
1305561965.635570 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561965.674760 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561965.867567 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561965.922777 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.47.00.00.00.00.00.00.00.00.3e.0d.3d.cb.13.d1
1305561966.263342 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561966.294161 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561966.483365 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561966.538766 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.47.00.00.00.00.00.00.00.00.3e.01.78.a5.60.ae
1305561966.759370 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561966.798785 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561967.093477 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561967.126757 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3e.01.78.a5.67.ec
1305561967.370130 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561967.414744 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561967.591316 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561967.622737 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.48.00.00.00.00.00.00.00.00.3e.19.02.f1.d6.39
1305561967.867405 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561967.894764 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561968.219368 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561968.254749 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3e.01.78.a5.67.ec
1305561968.498725 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561968.539620 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561968.715402 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561968.750773 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3d.eb.66.fd.4b.c5
1305561969.111559 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561969.158775 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561969.327559 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561969.366786 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.44.00.00.00.00.00.00.00.00.3d.d3.dc.b0.7e.1f
1305561969.607353 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561969.634765 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561969.825690 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561969.870776 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3d.eb.66.fd.4b.c5
1305561970.237883 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561970.278777 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561970.459351 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561970.494777 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3e.01.78.a5.62.2f
1305561970.735558 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561970.754811 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561971.067415 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561971.102768 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.44.00.00.00.00.00.00.00.00.3d.eb.66.fd.4c.87
1305561971.346860 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561971.370818 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561971.563295 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561971.606741 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.44.00.00.00.00.00.00.00.00.3d.d3.dc.b0.7e.1f
1305561971.840993 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561971.866745 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561972.192467 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561972.233183 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3e.01.78.a5.62.2f
1305561972.471340 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561972.494802 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561972.689076 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561972.729804 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.43.00.00.00.00.00.00.00.00.3d.bc.52.64.20.ba
1305561973.038836 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561973.066750 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561973.248977 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561973.309971 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.44.00.00.00.00.00.00.00.00.3d.d3.dc.b0.7e.1f
1305561973.527562 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561973.570755 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561973.743325 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561973.778766 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.44.00.00.00.00.00.00.00.00.3d.d3.dc.b0.7e.1f
1305561974.039565 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561974.074770 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561974.323362 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561974.358755 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.43.00.00.00.00.00.00.00.00.3d.bc.52.64.20.ba
1305561974.599416 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561974.630201 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561974.819563 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561974.866774 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3d.eb.66.fd.4e.06
1305561975.213858 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561975.244734 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561975.431371 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561975.482457 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3e.01.78.a5.62.2f
1305561975.711374 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561975.742161 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561975.943564 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561975.984759 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3d.eb.66.fd.4e.06
1305561976.339376 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561976.366758 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561976.559530 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561976.602764 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3e.01.78.a5.62.2f
1305561976.835412 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561976.862778 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561977.171347 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561977.218770 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3e.01.78.a5.62.2f
1305561977.447339 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561977.478087 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561977.667566 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561977.722747 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3e.0d.3d.cb.11.50
1305561977.943609 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561977.982779 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561978.295366 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561978.338742 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3e.0d.3d.cb.14.93
1305561978.572149 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561978.598764 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561978.791538 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561978.846761 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3d.eb.66.fd.4e.06
1305561979.182957 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561979.214760 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561979.403344 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561979.462759 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3e.01.78.a5.62.2f
1305561979.683357 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561979.722785 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561979.966928 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561980.007286 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3e.0d.3d.cb.14.93
1305561980.362901 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561980.386762 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561980.583414 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561980.622783 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.47.00.00.00.00.00.00.00.00.3e.0d.3d.cb.13.d1
1305561980.859156 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561980.881530 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561981.195348 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561981.238757 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3d.eb.66.fd.4e.06
1305561981.470887 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561981.498824 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561981.691350 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561981.746755 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3d.eb.66.fd.4b.c5
1305561981.967563 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561982.002762 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561982.319340 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561982.362749 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.47.00.00.00.00.00.00.00.00.3e.01.78.a5.60.ae
1305561982.596437 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561982.618797 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561982.814877 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561982.866745 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3e.01.78.a5.62.2f
1305561983.210941 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561983.238826 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561983.427564 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561983.482752 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3d.eb.66.fd.4e.06
1305561983.706683 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561983.746781 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561983.923570 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561983.962776 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.44.00.00.00.00.00.00.00.00.3d.eb.66.fd.4c.87
1305561984.237258 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561984.286756 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561984.451336 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561984.494760 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3d.eb.66.fd.4b.c5
1305561984.727395 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561984.754811 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561984.947569 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561984.998502 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3d.eb.66.fd.4e.06
1305561985.287384 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561985.334766 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561985.559121 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561985.614776 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.47.00.00.00.00.00.00.00.00.3e.0d.3d.cb.13.d1
1305561985.835402 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561985.876319 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561986.071420 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561986.122315 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.45.00.00.00.00.00.00.00.00.3e.01.78.a5.67.ec
1305561986.415397 : /dev/ttyUSB0 : 04.10.0b.e9.00.12.24.00.01.00.00.00.00.00.00.00.00.00.00.41.20.00.00.73.00.00.00.3e.4c.cc.cd.00.00.00.00.3f.00.00.00.3f.80.00.00.99.bf
1305561986.456311 : /dev/ttyUSB2 : 04.10.0b.e9.00.12.93.81
1305561986.631563 : /dev/ttyUSB0 : 04.03.0b.b7.00.09.37.9b
1305561986.666767 : /dev/ttyUSB2 : 04.03.12.10.00.0e.00.0c.46.00.00.00.00.00.00.00.00.3e.01.78.a5.62.2f
